day,hours,clusterid,applicationresponselatency,applicationsuccessratio,applicationaccessibility,downlinkthroughput,uplinkthroughput,servicecutoffratio,facebookqoe
5/3/2024,23,C1-CLHE1207,375.02,0,0,655.2,31.87,0,425.66
5/3/2024,23,C1-CLHE1210,577.96,0,0,631.84,31.23,0,409.94
5/3/2024,23,C1-CLHE1229,579.44,100,100,337.84,25.08,0,289.76
5/3/2024,23,C1-CLHE1234,715.58,100,100,405.65,33.04,0,334.92
5/3/2024,23,C1-CLHE1235,803.62,0,0,475.59,25.48,0,314.49
5/3/2024,23,C1-CLHE1238,324.07,100,100,1171.56,32.42,0,763.65
5/3/2024,23,C1-CLHE1239,533.07,100,100,621.06,42.57,0,467
5/3/2024,23,C1-CLHE1242,369.1,100,100,530.21,31.16,0,405.49
5/3/2024,23,C1-CLHE1244,202.31,100,100,559.47,33.29,0,425.78
5/3/2024,23,C1-CLHE1245,481.05,0,0,483.28,31.19,0,328.33
5/3/2024,23,C1-CNKN1201,1063.84,0,0,269.62,22.1,0,193.71
5/3/2024,23,C1-COKR1204,306.99,0,0,881.69,30.81,0,550.99
5/3/2024,23,C1-CRKH1202,336.67,100,100,291.78,27.87,0,269.7
5/3/2024,23,C1-CSRA1207,705.3,100,100,280.82,27.51,0,259.52
5/3/2024,23,C1-CSWL1208,343.86,82.93,82.93,1347.28,34.15,0,854.46
5/3/2024,23,C1-CSWL1209,288.77,0,0,586.95,33.3,0,390.2
5/3/2024,23,C1-FARW1204,305.86,0,0,1050.06,28.39,0,641.85
5/3/2024,23,C1-FBRW1202,169.4,100,100,838.28,35.77,0,583.76
5/3/2024,23,C1-FCCW1202,839.17,0,0,348.93,31.51,0,250.47
5/3/2024,23,C1-FKSW1201,422.92,0,0,83.61,27.49,0,102.77
5/3/2024,23,C1-FPKT1202,269.15,0,0,841.22,37.56,0,536.39
5/3/2024,23,C2-CSFD1202,642.47,0,0,38.49,15.83,0,62.55
5/3/2024,23,C2-FBHL1203,247.65,0,0,773.83,31.91,0,492.88
5/3/2024,23,C2-FBHR1203,261.65,94.74,94.74,673.34,29.74,0,481.88
5/3/2024,23,C2-FCHN1204,492.23,100,100,1335.94,34.56,0,855.67
5/3/2024,23,C2-FCHN1205,1017.82,100,100,475.81,36.6,0,374.83
5/3/2024,23,C2-FFSD1210,1113.86,0,0,881.53,28.48,0,540.24
5/3/2024,23,C2-FFSD1212,403.47,0,0,1149.58,36.76,0,705.47
5/3/2024,23,C2-FFSD1213,247.63,0,0,859.07,36.13,0,544.93
5/3/2024,23,C2-FFSD1214,496.57,100,100,669.28,29.49,0,479.62
5/3/2024,23,C2-FFSD1219,1504.9,100,100,585.55,28.18,0,421.57
5/3/2024,23,C2-FFSD1220,599.94,100,100,696.65,35.78,0,500.78
5/3/2024,23,C2-FFSD1221,213.22,0,0,747.33,31.24,0,477.76
5/3/2024,23,C2-FJRW1203,348.5,0,0,483.72,28.74,0,327.18
5/3/2024,23,C2-FJRW1204,247.82,0,0,850.31,22.47,0,524.88
5/3/2024,23,C2-FKHB1205,774.83,100,100,2615.83,31.66,0,1560.67
5/3/2024,23,C2-FKML7201,264.51,0,0,75.2,30.46,0,102.98
5/3/2024,23,C2-FKMN7201,387.06,100,100,1996.41,31.33,0,1220.06
5/3/2024,23,C2-FMNW1206,761.89,94.87,94.87,474.18,30.66,0,367.32
5/3/2024,23,C2-FPML1201,506.66,100,100,1899.44,26.74,0,1159.89
5/3/2024,23,C2-FSGD1204,491.79,0,0,977.48,32.49,0,604.23
5/3/2024,23,C2-FSGD1206,922.77,0,0,658.62,34.05,0,424.51
5/3/2024,23,C2-FSGD1209,571.86,0,0,504.51,26.81,0,334.35
5/3/2024,23,C2-FSGL1203,376.37,0,0,823.83,31.33,0,518.73
5/3/2024,23,C2-FSHK1201,1923.46,0,0,273.94,22.06,0,187.47
5/3/2024,23,C2-FSHN1201,369.73,0,0,821.1,31.73,0,517.72
5/3/2024,23,C2-FSMN7202,812.42,0,0,642.23,34.59,0,417.1
5/3/2024,23,C2-FSWI7201,478.46,100,100,762.54,29.27,0,531.37
5/3/2024,23,C2-FTDA1201,1017.54,100,100,797.56,31.83,0,548.28
5/3/2024,23,C2-FTTS1203,799.65,0,0,638.95,27.05,0,407.03
5/3/2024,23,C2-FTTS1204,206.49,0,0,81.47,16.91,0,91.99
5/3/2024,23,C3-FAPR1201,500.25,0,0,1366.12,32.52,0,820.09
5/3/2024,23,C3-FBKR1202,838.87,100,100,310.8,20.93,0,267.53
5/3/2024,23,C3-FBKR1203,701.89,0,0,950.12,30.73,0,584.97
5/3/2024,23,C3-FBWP1201,637.84,0,0,520.76,23,0,338.49
5/3/2024,23,C3-FBWP1203,268.46,0,0,858.82,27,0,534.44
5/3/2024,23,C3-FCHM4202,599.19,0,0,342.27,29.21,0,246.61
5/3/2024,23,C3-FCKA1202,649.23,0,0,128.06,25.46,0,122.94
5/3/2024,23,C3-FCSS1203,450.83,0,0,647.17,30.28,0,418.68
5/3/2024,23,C3-FDGK1204,972.72,0,0,767,33.45,0,483.55
5/3/2024,23,C3-FDKN1201,898.21,100,100,747.49,24.41,0,513.41
5/3/2024,23,C3-FDNY1201,811.49,0,0,524.57,31.35,0,348.15
5/3/2024,23,C3-FFAB1201,201.57,100,100,2422.02,22.67,0,1448.74
5/3/2024,23,C3-FFTP1202,242.57,0,0,788.48,37.32,0,507.09
5/3/2024,23,C3-FJAM1202,296.43,0,0,1013.06,31.24,0,624.56
5/3/2024,23,C3-FJAN1202,299.5,0,0,1231.09,33.35,0,748
5/3/2024,23,C3-FJNG1208,978.56,0,0,357.24,34.07,0,256.54
5/3/2024,23,C3-FJNG1210,126.34,0,0,143.93,52.48,0,167.01
5/3/2024,23,C3-FJNG1211,651.14,0,0,334.53,28.95,0,241.51
5/3/2024,23,C3-FJNG1212,578.28,0,0,613.29,27.02,0,394.96
5/3/2024,23,C3-FJNG1213,445.88,0,0,574.45,28.43,0,376.27
5/3/2024,23,C3-FJPW1203,740.45,0,0,725.16,28.28,0,456.88
5/3/2024,23,C3-FKAD1203,242.4,0,0,57.21,16.33,0,77.5
5/3/2024,23,C3-FKBW1204,230.05,0,0,839.84,28.83,0,526.31
5/3/2024,23,C3-FKCT1201,158.35,0,0,37.33,39.91,0,93.5
5/3/2024,23,C3-FKHT4201,362.04,100,100,541.74,30.05,0,410.74
5/3/2024,23,C3-FLOD1204,171.49,100,100,1248.82,29.35,0,804.69
5/3/2024,23,C3-FLYA1203,697.1,0,0,826.52,31.87,0,517.62
5/3/2024,23,C3-FMCN1202,216.04,100,100,495.61,29.71,0,386.19
5/3/2024,23,C3-FMLC4201,305.1,0,0,1180.95,35.51,0,722.49
5/3/2024,23,C3-FMUX1214,740.31,0,0,434.28,29.87,0,297.05
5/3/2024,23,C3-FMUX1215,710.49,100,100,889.34,35.72,0,606.66
5/3/2024,23,C3-FMZG1201,450.62,0,0,153.32,26.27,0,139.86
5/3/2024,23,C3-FPLN1202,579.11,0,0,1239.69,36.06,0,752.99
5/3/2024,23,C3-FRJK1201,407.52,10.53,10.53,370.54,29.09,0,269.37
5/3/2024,23,C3-FRJN1203,289.87,0,0,1958.02,29.41,0,1147.57
5/3/2024,23,C3-FSHD1201,7905.67,0,0,204.89,34.87,0,103.52
5/3/2024,23,C3-FSKT1202,437.37,0,0,1227.2,17.89,0,727.28
5/3/2024,23,C3-FSSD1202,739.62,0,0,542.73,28.68,0,355.99
5/3/2024,23,C3-FSUJ1201,1073.92,0,0,508.95,26.34,0,331.28
5/3/2024,23,C3-FTBS1201,298.58,0,0,1075.72,34.42,0,662.88
5/3/2024,23,C3-FTSA1206,406.59,0,0,790.51,31.88,0,500.53
5/3/2024,23,C3-FVHR4204,563.15,0,0,0,0,0,24.37
5/3/2024,23,C3-FVHR4205,1259.4,0,0,1105.59,39.95,0,676.01
5/3/2024,23,C3-FYZM1201,698.88,100,100,375.95,30.04,0,315.25
5/3/2024,23,C3-FYZM1202,2262.05,0,0,261.66,22.95,0,178.25
5/3/2024,23,C4-CAPC1201,274.27,0,0,953.33,31.93,0,592.36
5/3/2024,23,C4-CDNG1202,212.87,97.89,97.89,876.59,32.09,0,599.47
5/3/2024,23,C4-CDSK1202,2778.94,0,0,1016.78,31.89,0,602.52
5/3/2024,23,C4-CDSK1203,2959.96,100,100,529.5,27.93,0,375.6
5/3/2024,23,C4-CGJT1207,470,100,100,1466.15,33.06,0,926.56
5/3/2024,23,C4-CGJT1208,280.81,100,100,1129.92,29.95,0,738.2
5/3/2024,23,C4-CGUJ1207,728.42,0,0,1031.17,28.31,0,627.04
5/3/2024,23,C4-CGUJ1209,1197.65,0,0,1638.3,24.95,0,955.91
5/3/2024,23,C4-CGUJ1210,552.77,0,0,508.94,28.43,0,338.81
5/3/2024,23,C4-CKHR1202,220.18,98.31,98.31,675.43,31.16,0,486.81
5/3/2024,23,C4-CLMA1201,174.14,98.09,98.09,812.72,31.21,0,563.49
5/3/2024,23,C4-CMBD1201,394.02,90.8,90.8,870.38,29.92,0,588.25
5/3/2024,23,C4-CMBD1202,602.33,0,0,962.93,32.44,0,594.98
5/3/2024,23,C4-CNWL1202,969.51,0,0,682.44,30.96,0,433.84
5/3/2024,23,C4-CNWL1204,842.48,0,0,50.51,18.51,0,70.2
5/3/2024,23,C4-CPBN1202,533.72,0,0,618.47,32.17,0,404
5/3/2024,23,C4-CPHA1201,1371.52,0,0,897.63,30.2,0,548.52
5/3/2024,23,C4-CPSR1204,1228.77,0,0,821.6,26.76,0,503.89
5/3/2024,23,C4-CQDS1202,1588.94,0,0,641.15,26.05,0,399.25
5/3/2024,23,C4-CSAM1202,1102.39,100,100,514.98,26.91,0,384.98
5/3/2024,23,C4-CSLT1204,1011.13,100,100,553.42,31.96,0,412.86
5/3/2024,23,C4-CSLT1208,1879.09,0,0,455.19,25.31,0,292.21
5/3/2024,23,C4-CSLT1212,1301.94,100,100,333.42,24.54,0,279.48
5/3/2024,23,C4-CSLT1214,1335.02,0,0,69.91,23.26,0,81.33
5/3/2024,23,C4-CWZD1201,139.26,0,0,790.99,33.77,0,505.57
5/3/2024,23,N1-NBGH1201,811.18,92.18,92.18,692.06,28.18,0,483.77
5/3/2024,23,N1-NBHM1201,421.07,87.25,87.25,960.71,45.06,0,653.21
5/3/2024,23,N1-NCSI1203,557.67,94.35,94.35,928.89,33.73,0,625.13
5/3/2024,23,N1-NCSS1203,196.51,94.69,94.69,904.74,37.12,0,619.26
5/3/2024,23,N1-NCWL1202,193.5,92.91,92.91,1026.43,38.87,0,687.95
5/3/2024,23,N1-NDHR1202,545.43,90.41,90.41,865.72,29.6,0,583.6
5/3/2024,23,N1-NDNA1202,228.1,94.94,94.94,800.46,32.63,0,556.14
5/3/2024,23,N1-NFTJ1201,311.1,91.78,91.78,742.87,34.01,0,523.27
5/3/2024,23,N1-NGKN1202,248.01,91.07,91.07,736.53,31.28,0,516.99
5/3/2024,23,N1-NHAJ1201,605.61,97.06,97.06,832.69,28.91,0,567.2
5/3/2024,23,N1-NHTB1201,429.8,92.62,92.62,797.89,39.77,0,559.47
5/3/2024,23,N1-NISB1203,281.95,90.82,90.82,628.75,31.71,0,457.13
5/3/2024,23,N1-NISB1206,363.71,91.08,91.08,529.53,31.54,0,401.13
5/3/2024,23,N1-NJLM1203,201.95,90.64,90.64,1073.56,35.8,0,709.5
5/3/2024,23,N1-NKLI1201,628.17,95.7,95.7,845.12,34.51,0,579.42
5/3/2024,23,N1-NKRT1202,622.13,93.94,93.94,811.48,30.32,0,555.26
5/3/2024,23,N1-NKTA1202,301.62,91.83,91.83,565.61,31.26,0,421.86
5/3/2024,23,N1-NKYL5201,711.72,84.91,84.91,925.54,29.11,0,611.87
5/3/2024,23,N1-NMAK1201,749.03,92.85,92.85,594.24,32.63,0,435.32
5/3/2024,23,N1-NMAK1202,716.83,94.9,94.9,734.87,29.04,0,510.81
5/3/2024,23,N1-NPDK1201,198.36,88.71,88.71,794.88,39.01,0,557.32
5/3/2024,23,N1-NPLD1201,469.15,85.05,85.05,854.04,30.7,0,576.41
5/3/2024,23,N1-NQML1205,507.89,94.08,94.08,718.49,31.88,0,506.54
5/3/2024,23,N1-NQML1206,575.92,83.56,83.56,970.69,44.26,0,654.47
5/3/2024,23,N1-NRWK1201,664.34,95.9,95.9,708.44,30.98,0,499.31
5/3/2024,23,N1-NRWP1201,309.24,92.17,92.17,566.77,36.37,0,428.28
5/3/2024,23,N1-NRWP1208,313.69,94.01,94.01,557.75,32.45,0,419.78
5/3/2024,23,N1-NRWP1211,409.24,90.48,90.48,459.23,38.28,0,368.81
5/3/2024,23,N1-NRWP1212,294.58,95.83,95.83,571.51,31.12,0,427.05
5/3/2024,23,N1-NRWP1214,306.14,89.57,89.57,558.97,30.4,0,416.04
5/3/2024,23,N1-NRWP1217,339.09,94.88,94.88,501.51,29.35,0,385.28
5/3/2024,23,N1-NRWP1218,259.64,93.6,93.6,651.58,30.59,0,470.18
5/3/2024,23,N1-NSAL1203,220.66,95.35,95.35,782.41,43.06,0,557.99
5/3/2024,23,N1-NSNA1202,760.9,94.39,94.39,875.3,30.9,0,590.2
5/3/2024,23,N1-NTAG1204,183.49,81.39,81.39,1249.76,65.26,0,835.68
5/3/2024,23,N1-NTRL1201,384.32,87.49,87.49,447.68,29.7,0,351.61
5/3/2024,23,N2-NBES1202,630.9,88.54,88.54,410.85,27.17,0,326.4
5/3/2024,23,N2-NBRI1201,421.93,92.44,92.44,342.01,27.04,0,292.05
5/3/2024,23,N2-NBTG1202,492.07,94.35,94.35,528.24,28.43,0,397.31
5/3/2024,23,N2-NCBH1201,486.04,91.28,91.28,365.06,28.46,0,305.21
5/3/2024,23,N2-NCHT1203,1267.76,89.96,89.96,526.6,26.61,0,384.42
5/3/2024,23,N2-NCHT1204,1061.3,89.38,89.38,683.16,29.31,0,476.18
5/3/2024,23,N2-NCHT1205,843.04,93.8,93.8,501.8,27.16,0,377.43
5/3/2024,23,N2-NCKD1201,399.55,86.82,86.82,385.34,29.37,0,316.13
5/3/2024,23,N2-NCLS1201,1112.72,86.84,86.84,204.68,22.62,0,201.14
5/3/2024,23,N2-NDIR1201,1238.14,97.42,97.42,791.24,28.49,0,537.56
5/3/2024,23,N2-NDIR1202,1055.08,90,90,625.87,29.29,0,444.7
5/3/2024,23,N2-NDSU1201,563.91,93.66,93.66,205.85,25.93,0,214.36
5/3/2024,23,N2-NGHU1201,289.56,96.7,96.7,536.07,28.17,0,404.57
5/3/2024,23,N2-NGIL1201,1222.36,97.44,97.44,305.39,25.82,0,264.85
5/3/2024,23,N2-NHAL1201,298.52,95.2,95.2,581.08,34.48,0,435.75
5/3/2024,23,N2-NHRI1201,333.99,92.47,92.47,620.58,30.27,0,451.3
5/3/2024,23,N2-NHUN1203,874.62,75,75,285.34,27.47,0,247.8
5/3/2024,23,N2-NKDU1202,536.93,88.84,88.84,287.06,41.43,0,274.56
5/3/2024,23,N2-NKKA1201,434.6,90.35,90.35,352.44,26.09,0,295.62
5/3/2024,23,N2-NMDI1201,478.95,86.55,86.55,566.28,29.24,0,415.57
5/3/2024,23,N2-NMDY1201,404.77,96.42,96.42,343.06,26.64,0,294.35
5/3/2024,23,N2-NMND1201,431.59,90.58,90.58,412.4,28.35,0,331.59
5/3/2024,23,N2-NMTA1201,438.95,95.13,95.13,324.31,28.12,0,284.59
5/3/2024,23,N2-NOGH1201,372.55,93.69,93.69,464.15,32.39,0,366.97
5/3/2024,23,N2-NPTN1201,532.87,91.23,91.23,337.82,27.1,0,288.08
5/3/2024,23,N2-NSHA1202,899.8,96.83,96.83,436.99,27.91,0,343.2
5/3/2024,23,N2-NSKI1201,345.74,95.2,95.2,557.7,28.74,0,415.91
5/3/2024,23,N2-NSWT1201,450.36,91.59,91.59,299.52,26.06,0,266.65
5/3/2024,23,N2-NSWT1202,333.95,94.32,94.32,385.45,27.92,0,318.98
5/3/2024,23,N2-NTAX1201,295.44,91.97,91.97,609.87,30.83,0,446.1
5/3/2024,23,N2-NTKT1201,578.39,91.52,91.52,426.76,27.37,0,337.48
5/3/2024,23,N2-NTMG7201,440.48,97.03,97.03,396.36,29.84,0,327.47
5/3/2024,23,N3-NBAY1201,378.21,96.51,96.51,407.6,27.37,0,331.33
5/3/2024,23,N3-NBNE1201,564.14,95.79,95.79,582.07,33.76,0,433.14
5/3/2024,23,N3-NBNN1202,258.76,89.75,89.75,900.72,30.99,0,607.12
5/3/2024,23,N3-NCGY1201,320.2,93.25,93.25,595.23,33.24,0,441.04
5/3/2024,23,N3-NCHD1203,259.08,95.28,95.28,773.17,34.16,0,542.54
5/3/2024,23,N3-NDBN4203,615.99,0,0,360.54,17.14,0,243.18
5/3/2024,23,N3-NDGI1201,315.4,91.69,91.69,575.33,33.39,0,429.42
5/3/2024,23,N3-NDIK1201,307.53,0,0,589.91,29.22,0,387.12
5/3/2024,23,N3-NDIK1207,983.89,6.67,6.67,777.77,29.02,0,487.83
5/3/2024,23,N3-NDIK1208,282.34,0,0,528.16,31.43,0,355.52
5/3/2024,23,N3-NHNG1202,360.38,95.04,95.04,470.81,30.29,0,369.13
5/3/2024,23,N3-NJRA1201,279.5,93.48,93.48,588.98,31.25,0,435.88
5/3/2024,23,N3-NKMR1203,297.27,92.14,92.14,735.4,34.77,0,520.29
5/3/2024,23,N3-NKRK1202,288.52,96.82,96.82,636.36,29.89,0,462.27
5/3/2024,23,N3-NLDK1201,334.58,93.56,93.56,588.57,35.96,0,440.37
5/3/2024,23,N3-NLHT1201,278.12,93.3,93.3,602.2,38.49,0,451.19
5/3/2024,23,N3-NLKM1201,226.56,98.77,98.77,823.85,37.05,0,575.98
5/3/2024,23,N3-NLKM1203,340.71,97.49,97.49,690.26,30.04,0,492.19
5/3/2024,23,N3-NMAG1202,609.33,96.46,96.46,380.75,26.36,0,312.95
5/3/2024,23,N3-NMDN1201,312.55,94.87,94.87,594.66,30.21,0,438.24
5/3/2024,23,N3-NMDN1204,303.21,92.95,92.95,552.57,32.3,0,416.32
5/3/2024,23,N3-NNOW1201,402.46,95.48,95.48,530.68,47.04,0,420.8
5/3/2024,23,N3-NOHT1207,284.43,89.76,89.76,804.02,39.09,0,562.15
5/3/2024,23,N3-NPAB1201,284.22,94.28,94.28,763.96,32.71,0,535.06
5/3/2024,23,N3-NPCH1201,355.33,93.1,93.1,480.41,30.47,0,373.75
5/3/2024,23,N3-NPEW1202,366.36,77.58,77.58,650.09,35,0,465.18
5/3/2024,23,N3-NPEW1210,381.45,92.57,92.57,528.91,30.55,0,400.25
5/3/2024,23,N3-NPHR1202,396.4,100,100,963.71,32.44,0,647.47
5/3/2024,23,N3-NPIR1201,359.83,93.3,93.3,483.69,27.91,0,372.78
5/3/2024,23,N3-NRSP1201,393.06,98.09,98.09,556.26,42.12,0,430.95
5/3/2024,23,N3-NSQD1201,325.7,95.71,95.71,641.8,32,0,466.71
5/3/2024,23,N3-NTBI1201,300.47,91.67,91.67,509.34,31.41,0,390.7
5/3/2024,23,N3-NTGI1201,303.24,98.63,98.63,570.4,40.19,0,437.83
5/3/2024,23,N3-NTNK1201,250.19,94.93,94.93,735.44,31.24,0,518.25
5/3/2024,23,S1-SCHG5201,124.08,0,0,0,13.87,0,44.17
5/3/2024,23,S1-SCMN1202,502.36,0,0,569.2,29.95,0,374.48
5/3/2024,23,S1-SDAL1202,781.57,0,0,234.47,24.75,0,179.95
5/3/2024,23,S1-SDAY1201,576.79,0,0,694.51,42.54,0,457.34
5/3/2024,23,S1-SDMJ1201,399.84,100,100,373.58,28.36,0,315.06
5/3/2024,23,S1-SDUK1202,1114.59,0,0,172.57,25.87,0,143.47
5/3/2024,23,S1-SHUB1202,915.2,100,100,235.78,26.99,0,231.83
5/3/2024,23,S1-SKHI1201,945.75,25,25,523.79,25.5,0,352.37
5/3/2024,23,S1-SKHI1221,392.41,100,100,403.63,24.18,0,327.18
5/3/2024,23,S1-SKHI1228,668.21,0,0,310.78,25.69,0,224.52
5/3/2024,23,S1-SKHI1232,2050.86,0,0,260.72,27.77,0,185.19
5/3/2024,23,S1-SKHI1235,824.02,0,0,505.86,28.41,0,334.36
5/3/2024,23,S1-SKHI1241,194.27,0,0,255.21,21.23,0,193.43
5/3/2024,23,S1-SKHI1243,267.47,0,0,324.45,22.76,0,232.86
5/3/2024,23,S1-SKHI1244,762.14,0,0,340.19,23.95,0,237.98
5/3/2024,23,S1-SKHI1245,418.24,0,0,286.83,20.45,0,207.89
5/3/2024,23,S1-SKHI1248,682.26,0,0,582.99,26.07,0,376.03
5/3/2024,23,S1-SKHI1251,164.72,0,0,708.57,23.21,0,447.79
5/3/2024,23,S1-SKHI1253,706.22,0,0,625.75,30.48,0,404.44
5/3/2024,23,S1-SKHI1254,831.14,0,0,441.46,24.55,0,294.22
5/3/2024,23,S1-SKHI1255,246.18,0,0,200.51,24.15,0,165.77
5/3/2024,23,S1-SKHI1256,678.9,0,0,504.98,30.93,0,338.12
5/3/2024,23,S1-SKHI1257,260.82,100,100,559.32,31.51,0,423.14
5/3/2024,23,S1-SKHI1258,448.49,0,0,472.18,28.44,0,319.44
5/3/2024,23,S1-SKHI1259,1215.64,0,0,486.59,25.85,0,316.89
5/3/2024,23,S1-SKHI1260,512.5,93.33,93.33,1245.79,26.49,0,793.08
5/3/2024,23,S1-SKHI1261,691.09,0,0,395.86,24.26,0,269.97
5/3/2024,23,S1-SKHI1262,261.04,0,0,1864.27,26.01,0,1092
5/3/2024,23,S1-SKHI5206,0,0,0,0,13.55,0,45.06
5/3/2024,23,S1-SKHI5219,400.64,0,0,834.86,44.42,0,539.16
5/3/2024,23,S1-SKHI5220,1059.93,0,0,582.43,34.63,0,381.45
5/3/2024,23,S1-SKHZ7201,430.56,100,100,1019.03,33.05,0,678.54
5/3/2024,23,S1-SKRN5201,166.47,0,0,125.49,91.54,0,199.76
5/3/2024,23,S1-SLRI7201,478.56,100,100,338.09,29.34,0,295.64
5/3/2024,23,S1-SMST5201,481.28,0,0,89.02,28.17,0,105.94
5/3/2024,23,S1-SNAS7201,361.71,0,0,71.26,30.62,0,99.99
5/3/2024,23,S1-SNKI1201,404.87,100,100,1084.1,20.5,0,701.01
5/3/2024,23,S1-SNKI7201,277.5,0,0,1465.16,26.87,0,871.06
5/3/2024,23,S1-SPJG5202,1036.32,0,0,254.4,22.59,0,186.07
5/3/2024,23,S1-SQSU5201,409.45,0,0,81,26.47,0,100.32
5/3/2024,23,S1-SRIB1201,2641.32,0,0,48.27,18.85,0,51.35
5/3/2024,23,S1-SSBI1202,240.72,0,0,279.6,19.05,0,204.09
5/3/2024,23,S1-STRB1201,2433.36,0,0,78.74,13.95,0,64.91
5/3/2024,23,S1-SUET1207,319.21,0,0,398.85,20.15,0,270.78
5/3/2024,23,S1-SUET1209,2069.07,0,0,144.39,19.72,0,111.44
5/3/2024,23,S1-SUET1210,1868.3,0,0,114.61,23.02,0,100.57
5/3/2024,23,S1-SUET1212,517.41,0,0,78.6,22.12,0,93.07
5/3/2024,23,S1-SUET1213,618.76,0,0,588.82,28.67,0,382.79
5/3/2024,23,S1-SUTH5201,593.48,0,0,538.32,30.73,0,357.28
5/3/2024,23,S1-SZHB1201,630.01,0,0,20,13.48,0,49.79
5/3/2024,23,S2-FKBL4201,319.25,100,100,969.58,35.46,0,654.86
5/3/2024,23,S2-FKHN1202,150.74,0,0,875.4,23.04,0,540.43
5/3/2024,23,S2-FLQT7201,484.51,100,100,715.87,28.66,0,504.7
5/3/2024,23,S2-SADU1201,241.58,0,0,146.08,15.79,0,126.28
5/3/2024,23,S2-SBDN1202,3623.28,0,0,507.89,25.72,0,304.51
5/3/2024,23,S2-SDGR1201,266.37,100,100,625.14,29.04,0,456.9
5/3/2024,23,S2-SDKI1201,574.41,100,100,209.36,29.92,0,223.81
5/3/2024,23,S2-SGOL1202,162.35,0,0,86.76,20.5,0,99.35
5/3/2024,23,S2-SHAL5201,1438.74,0,0,654.55,35.99,0,419.24
5/3/2024,23,S2-SHDD1204,1064.87,100,100,457.67,26.85,0,353.45
5/3/2024,23,S2-SHDD1206,1307.17,100,100,293.63,32.23,0,265.87
5/3/2024,23,S2-SHDD1207,597.3,100,100,463.8,26.55,0,361.19
5/3/2024,23,S2-SHDD1208,709.06,0,0,326.62,27.03,0,234.4
5/3/2024,23,S2-SILK1201,536.87,0,0,1717.07,25.5,0,1006.89
5/3/2024,23,S2-SJCB1202,522.33,0,0,474,31.54,0,323.15
5/3/2024,23,S2-SKHP1201,373.27,0,0,941.72,33.65,0,586.83
5/3/2024,23,S2-SKHR1203,418.63,0,0,671.38,27,0,428.8
5/3/2024,23,S2-SKND5201,216.36,0,0,338.15,25.87,0,244.44
5/3/2024,23,S2-SKNS1201,252.22,0,0,548.39,32.69,0,368.46
5/3/2024,23,S2-SKSM7201,1245.65,100,100,496.59,24.14,0,370.25
5/3/2024,23,S2-SKUN1203,664.54,0,0,615.68,26.92,0,395.31
5/3/2024,23,S2-SLAR1202,1481.38,0,0,416.18,23.84,0,272.89
5/3/2024,23,S2-SLAR1204,532.54,100,100,987.5,31.17,0,657.92
5/3/2024,23,S2-SLAR1205,338.94,100,100,865.88,35.05,0,596.6
5/3/2024,23,S2-SMBP1202,240.8,0,0,1920.2,27.85,0,1125.31
5/3/2024,23,S2-SMEH1201,916.94,0,0,381.75,23.33,0,258.84
5/3/2024,23,S2-SMIT1201,309.03,0,0,959.33,41.52,0,606
5/3/2024,23,S2-SMOR1204,827.32,0,0,259.47,20.8,0,188.99
5/3/2024,23,S2-SMPK1202,834.89,0,0,644.52,34.15,0,417.66
5/3/2024,23,S2-SNAU1201,1452.29,100,100,349.28,29.89,0,292.73
5/3/2024,23,S2-SPAK1201,420.22,0,0,46.7,26.06,0,80.7
5/3/2024,23,S2-SQAS1202,1324.67,0,0,447.53,30.09,0,298.81
5/3/2024,23,S2-SRAT1203,335.14,0,0,348.92,26.68,0,250.14
5/3/2024,23,S2-SRNP1201,566.2,0,0,527.24,31.28,0,352
5/3/2024,23,S2-SROH1201,630.39,0,0,71.13,28.26,0,94.61
5/3/2024,23,S2-SSAJ1202,425.46,100,100,478.13,33.23,0,378.3
5/3/2024,23,S2-SSEW1203,395.82,0,0,302.43,17.74,0,213.77
5/3/2024,23,S2-SSHD7201,386.05,0,0,802.24,25.23,0,499.86
5/3/2024,23,S2-SSKP1203,4279.75,0,0,265.94,26.98,0,164.92
5/3/2024,23,S2-SSKZ1204,711.31,0,0,266.66,22.94,0,196.52
5/3/2024,23,S2-SSNG1201,283.61,0,0,443.65,31.05,0,308.14
5/3/2024,23,S2-STAY1203,583.92,0,0,192.53,25.97,0,159.98
5/3/2024,23,S2-STDM1202,199.35,0,0,3694.12,25.8,0,2108.96
5/3/2024,23,S2-STHA1203,887.89,0,0,445.21,30.22,0,302.04
5/3/2024,23,S2-STMK7201,661.02,0,0,627.36,30.72,0,406.06
5/3/2024,23,S2-SUMK1201,1125.64,100,100,427.35,131.97,0,452.79
5/3/2024,23,S2-SWNS1205,524.16,0,0,147.25,38.55,0,149.4
5/3/2024,22,C1-CBPU1202,113.25,0,0,63.75,26.91,0,94.18
5/3/2024,22,C1-CHAV1203,487.17,0,0,893.56,27.23,0,551.81
5/3/2024,22,C1-CKAM1202,1257.1,0,0,253.41,23.51,0,184.33
5/3/2024,22,C1-CKHN1202,466.11,0,0,438.33,28.79,0,300.84
5/3/2024,22,C1-CKRK1202,90.13,100,100,105.77,39.02,0,181.22
5/3/2024,22,C1-CLHE1207,440.04,0,0,394.89,29.9,0,278.21
5/3/2024,22,C1-CLHE1210,951.47,100,100,189.8,22.97,0,201.45
5/3/2024,22,C1-CLHE1229,232.89,100,100,548.97,22.49,0,407.64
